alternatifHadiseIstNo,boylam,enlem,gunlukTahminIstNo,il,ilPlaka,ilce,merkezId,oncelik,saatlikTahminIstNo,sondurumIstNo,yukseklik,aciklama,modelId,gps
,35.1545,42.0299,95709,Sinop,57,Gerze,95709,0,,18549,32,,145808,1
,35.1545,42.0299,95701,Sinop,57,Merkez,95701,1,17026,17026,0,,145808,1
,34.8497,41.3285,95704,Sinop,57,Saraydüzü,95704,0,,18550,417,,135976,1
,35.0811,42.021,95701,Sinop,57,Sinop Havalimanı,95710,0,17026,17028,7,,145806,0
,34.3342,41.9411,95702,Sinop,57,Türkeli,95702,0,,18551,0,,144480,1
,38.3411,40.1108,95806,Sivas,58,Akıncılar,95806,0,,18465,885,,117714,1
,36.7181,39.2758,95807,Sivas,58,Altınyayla,95807,0,,18466,1443,,105888,1
,38.1142,39.3618,95811,Sivas,58,Divriği,95811,0,,17734,1121,,107229,1
,37.5333,40.2169,95808,Sivas,58,Doğanşar,95808,0,,18467,1340,,119661,1
,36.0805,39.185,95812,Sivas,58,Gemerek,95812,0,,17162,1182,,104564,1
,38.6078,40.0636,95809,Sivas,58,Gölova,95809,0,,18468,1375,,117065,1
,37.2714,38.7239,95813,Sivas,58,Gürün,95813,0,,17841,1390,,98040,1
,37.3842,39.8531,95814,Sivas,58,Hafik,95814,0,,18469,1305,,114418,1
,37.389,39.2428,95816,Sivas,58,Kangal,95816,0,,17762,1521,,105248,1
,37.8239,40.3008,95817,Sivas,58,Koyulhisar,95817,0,,18471,860,,120977,1
,37.002,39.7437,95801,Sivas,58,Merkez,95801,1,17090,17090,1294,,112444,1
,36.8985,39.8094,95801,Sivas,58,Nuri Demirağ Havalimanı,95819,0,17090,17091,1600,,113752,0
,38.0752,40.1623,95802,Sivas,58,Suşehri,95802,0,,17684,1164,,119018,1
,37.0276,39.4414,95810,Sivas,58,Ulaş,95810,0,,17710,1392,,108515,1
,36.9406,40.137,18672,Sivas,58,Yıldızdağı Kayak Merkezi,95818,0,,18672,1730,,118338,0
,36.58,39.8639,95804,Sivas,58,Yıldızeli,95804,0,,18140,1368,,114400,1
,37.7473,39.8928,95805,Sivas,58,Zara,95805,0,,17716,1338,,115081,1
,38.0983,39.8758,95815,Sivas,58,İmranlı,95815,0,,18470,1595,,114434,1
,36.4408,39.3331,95803,Sivas,58,Şarkışla,95803,0,,18139,1253,,106537,1
,37.031579,36.636783,97902,Suriye,101,Afrin,99917,0,,20997,847,,,1
,37.508111,36.369417,97902,Suriye,101,El Bab,99904,0,,20995,521,,,1
,37.460543,36.623432,97902,Suriye,101,Çobanbey/El Rai,99901,0,,20991,514,,,1
,27.816,41.1798,95907,Tekirdağ,59,Ergene,95907,0,17056,19121,145,,133200,1
,27.0853,41.2172,95908,Tekirdağ,59,Hayrabolu,95908,0,,18108,108,,133839,1
,27.9196,41.2607,95902,Tekirdağ,59,Kapaklı,95902,0,,19122,0,,134512,1
,26.908,40.8873,95909,Tekirdağ,59,Malkara,95909,0,,17634,207,,129250,1
,27.9603,40.9717,95904,Tekirdağ,59,Marmaraereğlisi,95904,0,17056,17451,10,,130583,1
,27.5064,41.1767,95910,Tekirdağ,59,Muratlı,95910,0,,18422,95,,133193,1
,27.9342,41.4469,95911,Tekirdağ,59,Saray,95911,0,,18423,160,,137133,1
,27.4965,40.9585,95901,Tekirdağ,59,Süleymanpaşa,95901,1,17056,17056,4,,129918,1
,27.9196,41.2607,95905,Tekirdağ,59,Çerkezköy,95905,0,,17640,160,,134512,1
,27.9193,41.1388,95906,Tekirdağ,59,Çorlu,95906,0,,17051,160,,132547,1
,27.9193,41.1388,95906,Tekirdağ,59,Çorlu Havalimanı,95912,0,,17051,160,,132547,0
,27.075,40.6069,95903,Tekirdağ,59,Şarköy,95903,0,17056,18107,10,,124669,1
,36.9078,40.3664,96008,Tokat,60,Almus,96008,0,,18145,0,,121612,1
,36.3069,40.1128,96009,Tokat,60,Artova,96009,0,,18143,1180,,118324,1
,37.1625,40.551,96006,Tokat,60,Başçiftlik,96006,0,,17717,1414,,124238,1
,36.58,40.6931,96010,Tokat,60,Erbaa,96010,0,,18142,198,,126190,1
,36.5577,40.3312,96001,Tokat,60,Merkez,96001,1,17086,17086,611,,120949,1
,36.9353,40.5978,96011,Tokat,60,Niksar,96011,0,,18141,333,,124888,1
,36.2997,40.2819,96004,Tokat,60,Pazar,96004,0,,18552,625,,120289,1
,37.3258,40.3983,96012,Tokat,60,Reşadiye,96012,0,,18146,554,,122276,1
,36.0747,39.9933,96007,Tokat,60,Sulusaray,96007,0,,18144,1025,,116354,1
,36.3665,40.3068,96001,Tokat,60,Tokat Havalimanı,96013,0,17086,17087,558,,120945,0
,36.0988,40.3753,96002,Tokat,60,Turhal,96002,0,,17683,528,,121594,1
,36.2108,40.0007,96005,Tokat,60,Yeşilyurt,96005,0,,18553,1135,,116357,1
,35.8905,40.296,96003,Tokat,60,Zile,96003,0,,17681,719,,120934,1
,39.5615,41.0325,96113,Trabzon,61,Akçaabat,96113,0,17038,17626,3,,131496,1
,40.0536,40.945,96114,Trabzon,61,Araklı,96114,0,,17465,1,,130197,1
,39.9497,40.9486,96115,Trabzon,61,Arsin,96115,0,,,169,,130195,1
,39.2328,41.0522,96106,Trabzon,61,Beşikdüzü,96106,0,,,0,,131489,1
,40.2477,40.7993,96109,Trabzon,61,Dernekpazarı,96109,0,,,0,,128236,1
,40.1339,40.7708,96110,Trabzon,61,Düzköy,96110,0,,18229,622,,127579,1
,40.3679,40.8888,96111,Trabzon,61,Hayrat,96111,0,,18232,0,,129549,1
,40.1237,40.8085,96112,Trabzon,61,Köprübaşı,96112,0,,,0,,128234,1
,39.612,40.8137,96117,Trabzon,61,Maçka,96117,0,,,0,,128222,1
,39.6532,40.6985,96121,Trabzon,61,Maçka Altındere,96121,0,,17714,1030,,126913,0
,40.3319,40.9835,96118,Trabzon,61,Of,96118,0,,17775,0,,130858,1
,39.7649,40.9985,96101,Trabzon,61,Ortahisar,96101,1,17038,17037,39,,130846,1
,40.2097,40.9231,96102,Trabzon,61,Sürmene,96102,0,,18574,5,,130200,1
,39.2912,40.8861,96103,Trabzon,61,Tonya,96103,0,,,0,,129525,1
,39.783,40.995,96101,Trabzon,61,Trabzon Havalimanı,96119,0,17038,17038,39,,130846,0
,40.44350000000001,40.6193,96120,Trabzon,61,Uzungöl,96120,0,,17569,1114,,125621,0
,39.2751,41.0478,96104,Trabzon,61,Vakfıkebir,96104,0,,,0,,131490,1
,39.8655,40.954,96105,Trabzon,61,Yomra,96105,0,,,0,,130193,1
,39.4208,41.095,96108,Trabzon,61,Çarşıbaşı,96108,0,,17463,370,,132148,1
,40.243230000000004,40.75142,96116,Trabzon,61,Çaykara,96116,0,,19246,0,,127581,1
,39.1943,40.9413,96107,Trabzon,61,Şalpazarı,96107,0,,18559,0,Bu merkez sondurum verisini Trabzon/Eynesil (Ören Beldesi)'den almaktadır.,130178,1
,39.2314,39.1003,96203,Tunceli,62,Hozat,96203,0,,18354,1485,,103324,1
,39.6015,39.018,96204,Tunceli,62,Mazgirt,96204,0,,17736,1400,,102022,1
,39.5408,39.1058,96201,Tunceli,62,Merkez,96201,1,17165,17165,981,,103331,1
,39.8179,39.1787,96205,Tunceli,62,Nazımiye,96205,0,,18355,1602,,104647,1
,39.2419,39.3681,96206,Tunceli,62,Ovacık,96206,0,,18179,1280,,107254,1
,39.1672,38.9342,96207,Tunceli,62,Pertek,96207,0,,18769,1056,,100702,1
,38.8914,39.4844,96208,Tunceli,62,Pülümür,96208,0,,18586,1565,,109211,1
,38.9177,39.0401,96202,Tunceli,62,Çemişgezek,96202,0,,17768,898,,102662,1
,29.7436,38.7525,96402,Uşak,64,Banaz,96402,0,,18069,987,,97873,1
,28.9906,38.3961,96403,Uşak,64,Eşme,96403,0,,17827,809,,92616,1
,29.5425,38.3242,96404,Uşak,64,Karahallı,96404,0,,18304,905,,91973,1
,29.404,38.6712,96401,Uşak,64,Merkez,96401,1,17188,17188,919,,96555,1
,29.6953,38.4986,96405,Uşak,64,Sivaslı,96405,0,,18071,990,,94597,1
,29.2786,38.4169,96406,Uşak,64,Ulubey,96406,0,,18070,730,,93278,1
,29.4713,38.68,96401,Uşak,64,Uşak Havalimanı,96407,0,17188,17185,874,,97212,0
,42.8081,38.1192,96502,Van,65,Bahçesaray,96502,0,,18235,1648,,88993,1
,44.0173,38.0435,96506,Van,65,Başkale,96506,0,,17880,2286,,88365,1
,43.346,38.4693,96501,Van,65,Edremit,96501,1,17170,17172,1675,,94245,1
,43.3382,39.0197,96508,Van,65,Erciş,96508,0,,17784,1678,,102105,1
,43.3261,38.469,96501,Van,65,Ferit Melen Havalimanı,96514,0,17170,17170,1650,,94245,0
,43.1197,38.2963,96509,Van,65,Gevaş,96509,0,,17852,1694,,91620,1
,43.4077,38.3227,96510,Van,65,Gürpınar,96510,0,,18237,1748,,92282,1
,43.763,38.9898,96512,Van,65,Muradiye,96512,0,,17786,1706,,102114,1
,44.1772,38.6442,96505,Van,65,Saray,96505,0,,18585,2117,,96884,1
,43.346,38.4693,96501,Van,65,Tuşba,96504,0,17170,17172,1680,,94245,1
,43.9244,39.1377,96503,Van,65,Çaldıran,96503,0,,18238,2050,,104083,1
,43.0522,37.9956,96507,Van,65,Çatak,96507,0,,18583,1495,,87034,1
,43.9767,38.6573,96513,Van,65,Özalp,96513,0,,17812,1989,,96879,1
,43.346,38.4693,96501,Van,65,İpekyolu,96511,0,17170,17172,1680,,94245,1
,29.5092,40.7142,97702,Yalova,77,Altınova,97702,0,17119,18109,1,,126688,1
,28.8408,40.5478,97703,Yalova,77,Armutlu,97703,0,,18110,101,,124053,1
,29.2796,40.6589,97701,Yalova,77,Merkez,97701,1,17119,17119,4,,126028,1
,29.1969,40.6044,97706,Yalova,77,Termal,97706,0,17119,18424,102,,124716,1
,29.3667,40.6833,97701,Yalova,77,Yalova Havalimanı,97707,0,17119,17122,13,,126029,0
,29.2796,40.6589,97705,Yalova,77,Çiftlikköy,97705,0,,17119,0,,126028,1
,29.1063,40.6427,97704,Yalova,77,Çınarcık,97704,0,17119,17658,16,,125369,1
,35.9044,39.6626,96607,Yozgat,66,Akdağmadeni,96607,0,,18209,1437,,111765,1
,35.2797,40.1283,96602,Yozgat,66,Aydıncık,96602,0,,18472,930,,118301,1
,35.2532,39.1897,96608,Yozgat,66,Boğazlıyan,96608,0,,17760,1070,,104545,1
,35.7753,39.9828,96604,Yozgat,66,Kadışehri,96604,0,,18475,964,,116347,1
,34.8159,39.8243,96601,Yozgat,66,Merkez,96601,1,17140,17140,1301,,113706,1
,35.525,39.6953,96605,Yozgat,66,Saraykent,96605,0,,18476,1235,,111756,1
,35.3469,39.4864,96611,Yozgat,66,Sarıkaya,96611,0,,18477,1175,,109132,1
,35.1805,39.8016,96612,Yozgat,66,Sorgun,96612,0,,17712,1116,,113714,1
,34.9986,39.2069,96606,Yozgat,66,Yenifakılı,96606,0,,18479,1055,,104540,1
,34.4078,39.6575,96614,Yozgat,66,Yerköy,96614,0,,18120,806,,111077,1
,35.4969,39.2339,96603,Yozgat,66,Çandır,96603,0,,18473,1225,,105206,1
,35.6747,39.3053,96609,Yozgat,66,Çayıralan,96609,0,,18474,1400,,106520,1
,35.5094,40.0708,96610,Yozgat,66,Çekerek,96610,0,,18208,942,,117651,1
,34.7431,39.5021,96613,Yozgat,66,Şefaatli,96613,0,,18478,906,,109119,1
,31.4133,41.1486,96702,Zonguldak,67,Alaplı,96702,0,,18265,20,,133280,1
,31.9689,41.2347,96705,Zonguldak,67,Devrek,96705,0,,17613,100,,133947,1
,31.4328,41.2691,96706,Zonguldak,67,Ereğli,96706,0,,17611,19,,134590,1
,32.1514,41.3069,96703,Zonguldak,67,Gökçebey,96703,0,,18267,73,,135261,1
,31.7779,41.4492,96707,Zonguldak,67,Kilimli,96707,0,17022,17022,135,Bu merkez sondurum verisini Zonguldak/Merkez'den almaktadır.,137218,1
,31.7779,41.4492,96708,Zonguldak,67,Kozlu,96708,0,17022,17022,135,Bu merkez sondurum verisini Zonguldak/Merkez'den almaktadır.,137218,1
,31.7779,41.4492,96701,Zonguldak,67,Merkez,96701,1,17022,17022,135,,137218,1
,32.0903,41.5066,96704,Zonguldak,67,Çaycuma,96704,0,,17023,13,,137880,1
,32.0903,41.5066,96704,Zonguldak,67,Çaycuma Havalimanı,96709,0,,17023,13,,137880,0
,26.3958,39.6081,91708,Çanakkale,17,Ayvacık,91708,0,,18435,341,,110243,1
,26.5906,39.8147,91709,Çanakkale,17,Bayramiç,91709,0,,18436,92,,113523,1
,27.2636,40.2331,91710,Çanakkale,17,Biga,91710,0,,18084,34,,119433,1
,26.0728,39.8326,91711,Çanakkale,17,Bozcaada,91711,0,,17111,30,,113511,1
,26.2669,40.2019,91702,Çanakkale,17,Eceabat,91702,0,,17429,9,,118756,1
,26.3456,39.7739,91703,Çanakkale,17,Ezine,91703,0,,17671,73,,112862,1
,26.6417,40.4081,91704,Çanakkale,17,Gelibolu,91704,0,,17773,51,,122039,1
,25.88,40.2,91705,Çanakkale,17,Gökçeada,91705,0,,17110,79,,118747,1
,25.884,40.2029,91705,Çanakkale,17,Gökçeada Havalimanı,91714,0,,17109,19,,119402,0
,26.6964,40.34,91706,Çanakkale,17,Lapseki,91706,0,,18438,40,,121385,1
,26.3993,40.141,91701,Çanakkale,17,Merkez,91701,1,17112,17112,6,,118104,1
,27.2661,39.9344,91707,Çanakkale,17,Yenice,91707,0,,18085,252,,115503,1
,27.0564,40.0161,91712,Çanakkale,17,Çan,91712,0,,18437,139,,116153,1
,26.4266,40.138,91701,Çanakkale,17,Çanakkale Havalimanı,91713,0,17112,17113,8,,118104,0
,33.08,40.8206,91809,Çankırı,18,Atkaracalar,91809,0,,18249,1292,,128077,1
,33.2425,40.9289,91811,Çankırı,18,Bayramören,91811,0,,18251,1450,,130046,1
,33.495,40.535,91803,Çankırı,18,Eldivan,91803,0,,18080,923,,124156,1
,33.6258,40.9156,91804,Çankırı,18,Ilgaz,91804,0,,17648,885,,129399,1
,33.7261,41.0678,18904,Çankırı,18,Ilgaz Kayak Merkezi,91814,0,,18904,1890,,132021,0
,33.5044,40.7369,91812,Çankırı,18,Korgun,91812,0,,18252,1042,,126776,1
,33.2691,40.8328,91805,Çankırı,18,Kurşunlu,91805,0,,17643,1075,,128736,1
,33.9839,40.3436,91810,Çankırı,18,Kızılırmak,91810,0,,18079,574,,121547,1
,33.6102,40.6082,91801,Çankırı,18,Merkez,91801,1,17080,17080,755,,125469,1
,33.0769,40.6322,91806,Çankırı,18,Orta,91806,0,,18253,1321,,125457,1
,33.7774,40.756,91808,Çankırı,18,Yapraklı,91808,0,,17647,1267,,127437,1
,33.7899,41.0371,17982,Çankırı,18,Yıldıztepe Kayak Merkezi,91813,0,,17982,1488,,131368,0
,32.8831,40.815,91802,Çankırı,18,Çerkeş,91802,0,,17646,1126,,128073,1
,33.2857,40.4742,91807,Çankırı,18,Şabanözü,91807,0,,17665,1060,,123497,1
,34.8394,40.1614,91913,Çorum,19,Alaca,91913,0,,18124,941,,118946,1
,34.2706,40.6319,91914,Çorum,19,Bayat,91914,0,,18710,749,,125483,1
,34.6065,40.0242,91908,Çorum,19,Boğazkale,91908,0,,18508,998,,116976,1
,34.7914,40.8806,91910,Çorum,19,Dodurga,91910,0,,18509,826,,129425,1
,34.4783,41.1386,91903,Çorum,19,Kargı,91903,0,,18510,446,,132693,1
,34.8738,40.7747,91911,Çorum,19,Laçin,91911,0,,18511,750,,127462,1
,35.2978,40.5242,91904,Çorum,19,Mecitözü,91904,0,,18125,782,,124196,1
,34.9362,40.5461,91901,Çorum,19,Merkez,91901,1,17084,17084,776,,124188,1
,35.2525,40.2722,91905,Çorum,19,Ortaköy,91905,0,,18129,798,,120265,1
,34.8011,40.9787,91906,Çorum,19,Osmancık,91906,0,,17652,419,,130735,1
,34.7069,40.7422,91912,Çorum,19,Oğuzlar,91912,0,,18126,684,,126803,1
,34.4014,40.1725,91907,Çorum,19,Sungurlu,91907,0,,18127,771,,118936,1
,34.4603,40.4412,91909,Çorum,19,Uğurludağ,91909,0,,18512,853,,122868,1
,34.4808,40.7239,91902,Çorum,19,İskilip,91902,0,,18128,725,,126798,1
,28.9489,40.9328,93439,İstanbul,34,Adalar,93439,0,17064,17064,0,,129950,1
,28.7075,41.2203,93431,İstanbul,34,Arnavutköy,93431,0,17061,18402,140,,133875,1
,28.8208,40.9819,93401,İstanbul,34,Atatürk Havalimanı,93440,0,17060,17060,33,,130602,0
,29.1383,41.0294,93432,İstanbul,34,Ataşehir,93432,0,17064,18403,0,,131264,1
,28.8208,40.9819,93423,İstanbul,34,Avcılar,93423,0,17060,17060,0,,130602,1
,28.8208,40.9819,93401,İstanbul,34,Bahçelievler,93425,0,17060,17060,0,,130602,1
17060,28.8208,40.9819,93401,İstanbul,34,Bakırköy,93401,1,17060,17060,33,,130602,1
,28.8863,41.0243,93422,İstanbul,34,Bayrampaşa,93422,0,17060,17814,0,,131259,1
,28.8863,41.0243,93424,İstanbul,34,Bağcılar,93424,0,17060,17814,0,,131259,1
,28.7075,41.2203,93433,İstanbul,34,Başakşehir,93433,0,17060,18402,0,,133875,1
,29.0739,41.1417,93403,İstanbul,34,Beykoz,93403,0,17061,18396,5,,132573,1
,28.622512,40.965729,93434,İstanbul,34,Beylikdüzü,93434,0,17060,19110,0,,129943,1
,28.9683,41.0547,93404,İstanbul,34,Beyoğlu,93404,0,17060,18401,0,,131261,1
,28.9683,41.0547,93402,İstanbul,34,Beşiktaş,93402,0,17060,18401,60,,131261,1
,28.59,41.0453,93417,İstanbul,34,Büyükçekmece,93417,0,17060,18099,20,,131252,1
,28.8863,41.0243,93430,İstanbul,34,Esenler,93430,0,17060,17814,0,,131259,1
,28.59,41.0453,93436,İstanbul,34,Esenyurt,93436,0,17060,18099,0,,131252,1
,28.9242,41.1028,93406,İstanbul,34,Eyüpsultan,93406,0,17060,18101,54,,132570,1
,28.9601,41.0155,93407,İstanbul,34,Fatih,93407,0,17060,17603,10,,131260,1
,28.8863,41.0243,93408,İstanbul,34,Gaziosmanpaşa,93408,0,17060,17814,68,,131259,1
,28.8863,41.0243,93401,İstanbul,34,Güngören,93426,0,17060,17814,0,,131259,1
,29.019,40.9883,93409,İstanbul,34,Kadıköy,93409,0,17064,17062,5,,130607,1
,29.1558,40.9113,93410,İstanbul,34,Kartal,93410,0,17064,17064,18,,129300,1
,28.9683,41.0547,93418,İstanbul,34,Kağıthane,93418,0,17060,18401,0,,131261,1
,28.8208,40.9819,93419,İstanbul,34,Küçükçekmece,93419,0,17060,17060,0,,130602,1
,29.1558,40.9113,93427,İstanbul,34,Maltepe,93427,0,17064,17064,0,,129300,1
,29.3033,40.8977,93420,İstanbul,34,Pendik,93420,0,17064,17063,99,,129303,1
,29.3033,40.8977,93420,İstanbul,34,Sabiha Gökçen Havalimanı,93441,0,17064,17063,99,,129303,0
,29.2135,40.9866,93437,İstanbul,34,Samandıra Havalimanı,93442,0,17064,17065,123,,130611,0
,29.2135,40.9866,93437,İstanbul,34,Sancaktepe,93437,0,17064,17065,0,,130611,1
,29.0502,41.1464,93411,İstanbul,34,Sarıyer,93411,0,17061,17061,59,,132572,1
,28.1575,41.1856,93412,İstanbul,34,Silivri,93412,0,17060,18400,195,,133208,1
,29.2135,40.9866,93428,İstanbul,34,Sultanbeyli,93428,0,17064,17065,123,,130611,1
,28.7075,41.2203,93438,İstanbul,34,Sultangazi,93438,0,17060,18101,0,,133875,1
,29.2931,40.8278,93429,İstanbul,34,Tuzla,93429,0,17064,18100,3,,127993,1
,29.104873,41.20993,93411,İstanbul,34,Yavuz Sultan Selim Köprüsü,93443,0,17061,19365,34,,133884,0
,28.8208,40.9819,93401,İstanbul,34,Zeytinburnu,93416,0,17060,17060,0,,130602,1
,28.3568,41.3409,93405,İstanbul,34,Çatalca,93405,0,17060,19111,381,,135832,1
,29.3256,41.0783,93435,İstanbul,34,Çekmeköy,93435,0,17064,18397,80,,131924,1
,29.1383,41.0294,93421,İstanbul,34,Ümraniye,93421,0,17064,18403,191,,131264,1
,29.0464,41.0328,93415,İstanbul,34,Üsküdar,93415,0,17064,18404,75,,131262,1
,28.8208,40.9819,93445,İstanbul,34,İstanbul Havalimanı,93445,0,17060,17058,33,,130602,0
17061,29.025127,41.099909,93411,İstanbul,34,İtü Maslak Yerleşkesi,93444,0,17061,18980,75,,131917,0
,29.6007,41.1688,93413,İstanbul,34,Şile,93413,0,17061,17610,83,,133240,1
,28.9683,41.0547,93414,İstanbul,34,Şişli,93414,0,17060,18401,0,,131261,1
,27.1481,38.295,93505,İzmir,35,Adnan Menderes Havalimanı,93531,0,,17219,120,,91265,0
,26.9682,38.7922,93510,İzmir,35,Aliağa,93510,0,,17787,27,,98466,1
,27.045,38.3941,93503,İzmir,35,Balçova,93503,0,,19133,120,,92573,1
,27.1489,38.4778,93508,İzmir,35,Bayraklı,93508,0,17220,18440,85,,93885,1
,27.6719,38.1975,93511,İzmir,35,Bayındır,93511,0,,18049,70,,89967,1
,27.171,39.1098,93512,İzmir,35,Bergama,93512,0,,17742,53,,103056,1
,28.2233,38.0872,93529,İzmir,35,Beydağ,93529,0,,18441,215,,88014,1
,27.1979,38.4517,93513,İzmir,35,Bornova,93513,0,,18031,14,,93886,1
,28.1121,38.3545,19135,İzmir,35,Bozdağ Kayak Merkezi,93533,0,,19135,1488,,91942,0
,27.1953,38.375,93530,İzmir,35,Buca,93530,0,17220,18443,150,,92576,1
,26.888,39.0737,93515,İzmir,35,Dikili,93515,0,,17180,3,,102394,1
,26.7392,38.6856,93516,İzmir,35,Foça,93516,0,,17782,37,,97151,1
,27.1481,38.295,93505,İzmir,35,Gaziemir,93505,0,,17219,120,,91265,1
,26.8908,38.3717,93507,İzmir,35,Güzelbahçe,93507,0,,18444,20,,92569,1
,26.9784,38.511,93504,İzmir,35,Kaklıç Havalimanı,93534,0,,17225,5,,94536,0
,27.0006,38.3106,93509,İzmir,35,Karabağlar,93509,0,17220,18445,965,,91262,1
,26.5081,38.6401,93517,İzmir,35,Karaburun,93517,0,,18032,132,,96491,1
,27.0322,38.4811,93518,İzmir,35,Karşıyaka,93518,0,,18446,2,,93883,1
,27.3705,38.4639,93519,İzmir,35,Kemalpaşa,93519,0,,17749,208,,93890,1
,28.2028,38.2192,93521,İzmir,35,Kiraz,93521,0,,18447,310,,89979,1
,27.1895,38.4049,93501,İzmir,35,Konak,93501,1,17220,17220,29,,93231,1
,27.3939,39.0872,93520,İzmir,35,Kınık,93520,0,,18917,84,,103061,1
,27.0849,38.2447,93502,İzmir,35,Menderes,93502,0,,18034,145,,90609,1
,27.0433,38.6237,93522,İzmir,35,Menemen,93522,0,,17789,10,,95848,1
,27.0044,38.3842,93506,İzmir,35,Narlıdere,93506,0,17220,18450,240,,92572,1
,26.835,38.199,93524,İzmir,35,Seferihisar,93524,0,,17820,22,,89948,1
,27.3669,37.9423,93525,İzmir,35,Selçuk,93525,0,,17854,18,,86030,1
,27.8165,38.133,93526,İzmir,35,Tire,93526,0,,18029,70,,89315,1
,27.3623,38.1743,93527,İzmir,35,Torbalı,93527,0,,18030,60,,89305,1
,26.8322,38.3628,93528,İzmir,35,Urla,93528,0,,18028,60,,92568,1
,26.3724,38.3036,93514,İzmir,35,Çeşme,93514,0,,17221,5,,91248,1
,27.0144,38.5127,93504,İzmir,35,Çiğli,93504,0,,17218,5,,94537,1
,27.0144,38.5127,93504,İzmir,35,Çiğli Havalimanı,93532,0,,17218,5,,94537,0
,27.9642,38.2157,93523,İzmir,35,Ödemiş,93523,0,,17822,111,,89973,1
,38.9473,36.7276,96310,Şanlıurfa,63,Akçakale,96310,0,,17980,365,,68602,1
,37.9715,37.0139,96311,Şanlıurfa,63,Birecik,96311,0,,17966,347,,73166,1
,38.5134,37.3651,96312,Şanlıurfa,63,Bozova,96312,0,,17944,622,,77763,1
,40.0307,36.8406,96313,Şanlıurfa,63,Ceylanpınar,96313,0,,17968,360,,70591,1
,38.7863,37.1608,96301,Şanlıurfa,63,Eyyübiye,96301,1,17270,17270,550,,75149,1
,38.9035,37.4454,96301,Şanlıurfa,63,Gap Havalimanı,96314,0,17270,17271,825,,79081,0
,37.9461,37.2283,96302,Şanlıurfa,63,Halfeti,96302,0,,18170,662,,75785,1
,38.7863,37.1608,96301,Şanlıurfa,63,Haliliye,96303,0,17270,17270,0,,75149,1
,39.4872,36.8072,96309,Şanlıurfa,63,Harran,96309,0,,19270,1675,,69924,1
,38.9508,37.5806,96304,Şanlıurfa,63,Hilvan,96304,0,,17914,589,,81047,1
,38.7863,37.1608,96301,Şanlıurfa,63,Karaköprü,96305,0,17270,17270,0,,75149,1
,39.3291,37.7522,96306,Şanlıurfa,63,Siverek,96306,0,,17912,801,,83676,1
,38.4125,37.0333,96307,Şanlıurfa,63,Suruç,96307,0,,18171,522,,73175,1
,39.749,37.2278,96308,Şanlıurfa,63,Viranşehir,96308,0,,17946,556,,75825,1
,43.1608,37.5756,97304,Şırnak,73,Beytüşşebap,97304,0,,18342,1450,,81141,1
,42.2027,37.3326,97305,Şırnak,73,Cizre,97305,0,,17950,400,,77845,1
,41.9203,37.4689,97303,Şırnak,73,Güçlükonak,97303,0,,18336,811,,79803,1
,42.4523,37.5209,97301,Şırnak,73,Merkez,97301,1,17287,17287,1350,,80470,1
,42.4864,37.2308,97307,Şırnak,73,Silopi,97307,0,,18344,498,,75886,1
,42.8453,37.4475,97302,Şırnak,73,Uludere,97302,0,,18175,1190,,79169,1
,41.8897,37.3389,97306,Şırnak,73,İdil,97306,0,,18343,790,,77838,1
,42.0602,37.365542,97305,Şırnak,73,Şerafettin Elçi Havalimanı,97308,0,,17949,618,,77842,0
